,recipe_title,star_rating,rating_count,review_count,prep_time,cook_time,total_time,servings,writeup,ingr,steps,category,number_of_steps,average_step_len
833,Crispy and Tender Baked Chicken Thighs,4.7,1511.0,1155.0,10.0,1.0,70.0,8.0,1105,8,"Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil; spray foil with cooking spray., Arrange chicken thighs, skin-side up, on the prepared baking sheet., Combine garlic salt, onion salt, oregano, thyme, paprika, and pepper in a small bowl; mix until well combined. Sprinkle spice mixture liberally over chicken thighs., Bake chicken in the preheated oven until skin is crispy, thighs are no longer pink at the bone, and the juices run clear, about 1 hour. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C)., Double the seasoning for even more flavor., If you wish to broil the chicken for the last part of cooking, do so for only 1 to 2 minutes and watch carefully as the spices burn very quickly!",chicken,6,128.66666666666666
834,Easy Indian Butter Chicken,4.7,1247.0,908.0,15.0,45.0,1.0,6.0,0,11,"Preheat the oven to 375 degrees F (190 degrees C)., Melt 2 tablespoons butter in a skillet over medium heat. Stir in onion and garlic, and cook slowly until the onion caramelizes to a dark brown, about 15 minutes., Meanwhile, combine cream, tomato sauce, remaining butter, salt, cayenne pepper, and garam masala in a saucepan over medium-high heat; bring to a simmer. Reduce heat to medium-low, cover, and simmer, stirring occasionally, for 30 minutes. Stir in caramelized onions., While the sauce is simmering, toss chicken with vegetable oil until coated. Season with tandoori masala and spread out onto a baking sheet., Bake chicken in the preheated oven until no longer pink in the center, about 12 minutes., Add cooked chicken to the sauce and simmer for 5 minutes before serving.",chicken,6,130.0
835,Cajun Chicken Pasta,4.7,2783.0,1957.0,20.0,20.0,40.0,2.0,0,15,"Bring a large pot of lightly salted water to a boil. Add pasta and cook until al dente, 8 to 10 minutes. Drain., Cut chicken breast into strips. Place chicken and Cajun seasoning in a plastic bag. Shake to coat., Melt butter in a large skillet over medium heat. Add chicken and cook, stirring, until browned and almost cooked through, 5 to 7 minutes., Add bell peppers, mushrooms, and green onion. Cook, stirring, 2 to 3 minutes., Reduce the heat and stir in cream, basil, lemon pepper, salt, garlic powder, and black pepper. Heat through. Add cooked linguine, toss, and heat through., Sprinkle with Parmesan and serve.",chicken,6,102.33333333333333
836,Chef John's Chicken Kiev,4.8,259.0,209.0,30.0,20.0,95.0,4.0,0,12,"Grind garlic and pinch of salt together in a mortar and pestle until smooth; add parsley and mix well. Pound butter into garlic mixture with the pestle until well combined. Wrap butter mixture in plastic wrap; refrigerate until cold, at least 15 minutes., Season chicken breasts with salt and pepper. Place 1/4 of the butter mixture in the center of the wider end of each chicken breast. Fold the narrower end of each chicken breast up over the butter to form a tight pocket around the butter; gather the sides of each chicken breast to the center to form a round ball. The top of each chicken ball will be smooth and the bottom will be gathered. Tightly wrap each chicken ball in plastic wrap; transfer to a plate and chill in the freezer until the gathered bottoms hold together and are slightly firm, about 30 minutes., Whisk flour and 2 teaspoons salt together in a shallow bowl. Whisk eggs together in another shallow bowl. Pour panko bread crumbs into third bowl., Remove chicken breast balls from plastic wrap. Gently press them into the flour mixture to coat; shake off any excess flour. Dip into beaten eggs, then press into bread crumbs. Place breaded chicken on a plate; cover with plastic wrap, and return to the freezer to chill until firm, about 15 minutes., Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil., Working in batches, place chicken, gathered-side down, in the hot oil and cook until lightly golden, about 1 minute per side. Transfer chicken to the prepared baking sheet; sprinkle salt and cayenne pepper over the top., Bake in the preheated oven until you can hear the butter start to sizzle on the baking sheet, 15 to 17 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Let rest for 5 minutes before serving.",chicken,7,273.0
837,Slow-Cooker Corned Beef and Cabbage,4.6,2005.0,1522.0,15.0,8.0,495.0,8.0,0,7,"Place potatoes, carrots, and onion into the bottom of a slow cooker; add water and place brisket on top of vegetables. Pour beer over brisket; sprinkle over spices from the packet and cover., Cook on High for 7 hours; stir in the cabbage and cook for 1 more hour.",beef,2,131.0
838,Chef John's Perfect Prime Rib,4.8,2266.0,1940.0,10.0,140.0,270.0,4.0,3091,5,"Place prime rib roast on a plate and bring to room temperature, 2 to 4 hours., Preheat an oven to 500 degrees F (260 degrees C)., Combine butter, pepper, and herbes de Provence in a bowl; mix until well blended. Spread butter mixture evenly over entire roast. Season roast generously with kosher salt., Roast the 4-pound roast in the preheated oven for 20 minutes. (If your roast is larger or smaller than 4 pounds, see footnote to calculate cooking time.), Turn oven off and, leaving the roast in the oven with the door closed, let the roast sit in the oven for 2 hours., Remove roast from the oven, slice, and serve., Try pairing this perfect prime rib with au jus and horseradish sauce.",beef,6,114.0
839,Corned Beef and Cabbage,4.7,1341.0,954.0,18.77,150.0,150.0,6.0,3233,4,"Place corned beef in a Dutch oven and cover with water. Add spice packet, cover, and bring to a boil. Reduce heat and simmer until corned beef is just about fork-tender, about 2 hours., While the corned beef is simmering, cut potatoes in half. Peel carrots and cut into 3-inch pieces. Cut cabbage into small wedges., When corned beef has cooked for 2 hours, add potatoes and carrots; cook until vegetables are almost tender and meat is fork-tender, about 10 minutes. Add cabbage and cook until tender, about 15 more minutes., Remove meat and let rest for 15 minutes. Leave broth and vegetables in the Dutch oven., Slice meat across the grain. Serve with vegetables and broth., Total cook time for corned beef to be fork-tender should be between 45 and 50 minutes per pound. Please adjust if your corned beef is larger or smaller than 3 pounds.",beef,6,139.66666666666666
840,Cast Iron Pan-Seared Steak (Oven-Finished),4.5,45.0,36.0,5.0,13.0,83.0,2.0,2891,8,"Place steaks side by side in large casserole dish. Add orange juice, cider vinegar, and Worcestershire sauce. Marinate, uncovered, in the refrigerator for 45 minutes., Preheat the oven to 425 degrees F (220 degrees C)., Remove casserole dish from refrigerator. Cover steaks with plastic wrap and let allow to come to room temperature, at least 15 minutes., Place steaks on a clean work surface and generously rub with steak seasoning and black pepper., Heat olive oil in a cast-iron skillet over high heat., Cook steaks in the hot skillet until lightly browned on the bottom, 2 1/2 minutes. Flip and cook until browned on the other side and red in the center, about 2 minutes more. Transfer skillet with the steaks to the oven., Bake in the preheated oven until steaks are firm and reddish-pink to lightly pink in the center, 8 to 10 minutes. An instant-read thermometer inserted into the center should read from 130 degrees F (54 degrees C) to 140 degrees F (60 degrees C)., Remove steaks from oven; season with salt. Let rest for 5 minutes before serving., You can also use rib-eye in this recipe., Make sure to use real orange juice, not from concentrate., Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.",beef,11,116.36363636363636
841,Quick Beef Stir-Fry,4.4,393.0,262.0,15.0,10.0,25.0,4.0,3422,9,"Heat vegetable oil in a large wok or skillet over medium-high heat; cook and stir beef until browned, 3 to 4 minutes. Move beef to the side of the wok and add broccoli, bell pepper, carrots, green onion, and garlic to the center of the wok. Cook and stir vegetables for 2 minutes., Stir beef into vegetables and season with soy sauce and sesame seeds. Continue to cook and stir until vegetables are tender, about 2 more minutes.",beef,2,213.5
842,Absolute Best Liver and Onions,4.7,732.0,591.0,20.0,15.0,35.0,4.0,0,6,"Gently rinse liver slices under cold water and pat dry with paper towels. Place in a shallow dish; pour in enough milk to cover. Let stand while preparing onions, or set aside for longer if you have time. Soaking will remove any bitterness., Melt 2 tablespoons of butter in a large skillet over medium heat. Add onion rings; cook and stir in butter until tender and soft, about 3 to 5 minutes. Transfer onions into a bowl and set the skillet aside., Place flour on a plate; season with salt and pepper. Drain milk from liver and coat liver slices in flour mixture., Melt remaining 2 tablespoons of butter in the same skillet; increase heat to medium-high and fry coated liver slices until lightly browned, about 3 to 4 minutes on each side. Return onions to the skillet and reduce heat to medium; continue to cook until onions are heated through and liver is slightly pink inside, or longer to suit your taste.",beef,4,226.75
843,Marie's Easy Slow Cooker Pot Roast,4.6,2382.0,1669.0,20.0,500.0,520.0,8.0,0,9,"Season chuck roast with salt and pepper. Heat oil in a large skillet over high heat; add roast and sear to brown, about 4 minutes per side., Place roast in the slow cooker and sprinkle soup mix on top. Add water, and scatter carrots, potatoes, onion, and celery on top., Cover and cook on Low for 8 to 10 hours.",beef,3,103.0
844,Salisbury Steak,4.4,4761.0,3602.0,15.0,25.0,40.0,6.0,0,11,"Combine ground beef, 1/3 cup condensed soup, bread crumbs, egg, salt, and black pepper in a large bowl. Shape into 6 oval patties., Heat a large skillet over medium-high heat; add patties and brown on both sides. Drain excess fat., Blend remaining soup and flour together in a small bowl until smooth; mix in ketchup, water, Worcestershire sauce, and mustard. Pour soup mixture over patties in the skillet. Cover, and cook for 20 minutes, stirring occasionally.",beef,3,153.0
845,Chef John's Italian Meatballs,4.8,2243.0,1706.0,20.0,35.0,135.0,8.0,0,14,"Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes., Meanwhile, heat olive oil in a skillet over medium heat. Add onion; cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender, about 15 minutes more., Gently stir beef and pork together in a large bowl. Add onions, bread crumb mixture, eggs, Parmesan cheese, parsley, garlic, salt, black pepper, Italian herb seasoning, and red pepper flakes; mix together using a rubber spatula until combined. Cover and refrigerate for about one hour., Preheat the oven to 425 degrees F (220 degrees C)., Form mixture into balls about 1 1/2 inches in diameter; arrange in a single layer on the prepared baking sheet., Bake in the preheated oven until browned and cooked through, 15 to 20 minutes., Some recipes use equal portions of beef, veal, and pork, which is also nice, yet more expensive. These days you can find all sorts of lean-to-fat ratios for ground beef. Most stores sell 90% lean, 10% fat, but I prefer the 80% lean, 20% fat ratio for this recipe., You can substitute water or beef broth for the milk if preferred., Serve with homemade tomato sauce and polenta.",beef,9,142.44444444444446
846,Tater Tot Casserole,4.5,476.0,388.0,5.0,40.0,45.0,4.0,0,5,"Preheat the oven to 350 degrees F (175 degrees C)., Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until completely browned and crumbly, 7 to 10 minutes. Stir in condensed soup; season with salt and black pepper., Transfer beef mixture to a 9x13-inch baking dish; layer tater tots evenly on top and sprinkle with Cheddar cheese., Bake in the preheated oven until tater tots are golden brown and hot, 30 to 45 minutes.",beef,4,114.0
